# %ECSV 1.0
# ---
# datatype:
# - {name: PROGRAM, datatype: string}
# - {name: CAP, datatype: string}
# - {name: RA, datatype: float64}
# - {name: DEC, datatype: float64}
# meta: !!omap
# - {CREADATE: '2024-08-14T14:04:13-07:00'}
# - {VERSION: v20240814}
# - {DESIFN: /global/cfs/cdirs/desi/survey/ops/surveyops/trunk/ops/tiles-main.ecsv}
# - {DESI1BFN: /global/cfs/cdirs/desi/users/raichoor/desi1b/tiles-add-dr11-20240520.ecsv}
# - {PROGRAMS: 'BRIGHT,DARK'}
# - {NPASSES: '6,9'}
# schema: astropy-2.0
PROGRAM CAP RA DEC
BRIGHT SGC -6.46 -24.706
BRIGHT SGC -6.812 -24.706
BRIGHT SGC -6.987 -24.789
BRIGHT SGC -7.119 -24.83
BRIGHT SGC -7.383 -24.912
BRIGHT SGC -7.603 -25.035
BRIGHT SGC -7.734 -25.077
BRIGHT SGC -7.954 -25.118
BRIGHT SGC -8.13 -25.118
BRIGHT SGC -8.306 -25.118
BRIGHT SGC -8.481 -25.118
BRIGHT SGC -8.569 -25.118
BRIGHT SGC -8.789 -25.077
BRIGHT SGC -8.921 -25.035
BRIGHT SGC -9.097 -24.953
BRIGHT SGC -9.272 -24.871
BRIGHT SGC -9.404 -24.747
BRIGHT SGC -9.58 -24.583
BRIGHT SGC -9.712 -24.46
BRIGHT SGC -9.932 -24.337
BRIGHT SGC -10.02 -24.256
BRIGHT SGC -10.327 -24.215
BRIGHT SGC -10.591 -24.378
BRIGHT SGC -10.854 -24.624
BRIGHT SGC -11.118 -24.871
BRIGHT SGC -11.338 -24.994
BRIGHT SGC -11.602 -25.077
BRIGHT SGC -11.777 -25.077
BRIGHT SGC -11.997 -25.118
BRIGHT SGC -12.173 -25.118
BRIGHT SGC -12.349 -25.118
BRIGHT SGC -12.568 -25.077
BRIGHT SGC -12.7 -25.035
BRIGHT SGC -12.832 -24.994
BRIGHT SGC -13.052 -24.871
BRIGHT SGC -13.315 -24.953
BRIGHT SGC -13.579 -25.035
BRIGHT SGC -13.755 -25.035
BRIGHT SGC -13.931 -25.035
BRIGHT SGC -14.194 -25.035
BRIGHT SGC -14.326 -24.994
BRIGHT SGC -14.546 -24.953
BRIGHT SGC -14.722 -24.871
BRIGHT SGC -14.897 -24.789
BRIGHT SGC -14.941 -24.747
BRIGHT SGC -15.293 -24.747
BRIGHT SGC -15.557 -24.747
BRIGHT SGC -15.776 -24.789
BRIGHT SGC -15.908 -24.747
BRIGHT SGC -16.084 -24.747
BRIGHT SGC -16.348 -24.665
BRIGHT SGC -16.479 -24.624
BRIGHT SGC -16.699 -24.583
BRIGHT SGC -17.007 -24.706
BRIGHT SGC -17.314 -24.747
BRIGHT SGC -17.534 -24.789
BRIGHT SGC -17.754 -24.747
BRIGHT SGC -17.93 -24.747
BRIGHT SGC -18.062 -24.706
BRIGHT SGC -18.369 -24.583
BRIGHT SGC -18.545 -24.501
BRIGHT SGC -18.589 -24.46
BRIGHT SGC -18.896 -24.337
BRIGHT SGC -19.16 -24.419
BRIGHT SGC -19.424 -24.419
BRIGHT SGC -19.644 -24.378
BRIGHT SGC -19.863 -24.337
BRIGHT SGC -20.259 -24.542
BRIGHT SGC -20.61 -24.706
BRIGHT SGC -20.918 -24.747
BRIGHT SGC -21.138 -24.789
BRIGHT SGC -21.445 -24.747
BRIGHT SGC -21.665 -24.706
BRIGHT SGC -21.797 -24.665
BRIGHT SGC -21.929 -24.624
BRIGHT SGC -22.104 -24.542
BRIGHT SGC -22.236 -24.419
BRIGHT SGC -22.632 -24.296
BRIGHT SGC -22.896 -24.296
BRIGHT SGC -23.159 -24.296
BRIGHT SGC -23.774 -24.624
BRIGHT SGC -24.214 -24.789
BRIGHT SGC -24.521 -24.83
BRIGHT SGC -24.785 -24.83
BRIGHT SGC -25.093 -24.789
BRIGHT SGC -25.225 -24.747
BRIGHT SGC -25.488 -24.665
BRIGHT SGC -25.708 -24.542
BRIGHT SGC -25.752 -24.501
BRIGHT SGC -25.928 -24.337
BRIGHT SGC -26.06 -24.215
BRIGHT SGC -26.191 -24.01
BRIGHT SGC -26.279 -23.847
BRIGHT SGC -27.729 -24.624
BRIGHT SGC -28.169 -24.706
BRIGHT SGC -28.433 -24.706
BRIGHT SGC -28.74 -24.665
BRIGHT SGC -29.004 -24.583
BRIGHT SGC -29.224 -24.46
BRIGHT SGC -29.443 -24.337
BRIGHT SGC -29.575 -24.215
BRIGHT SGC -29.751 -24.051
BRIGHT SGC -29.883 -23.847
BRIGHT SGC -29.971 -23.684
BRIGHT SGC -30.103 -23.481
BRIGHT SGC -32.124 -24.706
BRIGHT SGC -32.739 -24.871
BRIGHT SGC -33.179 -24.871
BRIGHT SGC -33.486 -24.83
BRIGHT SGC -33.706 -24.706
BRIGHT SGC -34.673 -25.035
BRIGHT SGC -35.112 -25.035
BRIGHT SGC -35.508 -24.994
BRIGHT SGC -35.728 -24.871
BRIGHT SGC -35.947 -24.747
BRIGHT SGC -36.211 -24.583
BRIGHT SGC -36.387 -24.419
BRIGHT SGC -36.431 -24.378
BRIGHT SGC -36.914 -24.174
BRIGHT SGC -37.222 -24.051
BRIGHT SGC -38.276 -24.378
BRIGHT SGC -38.804 -24.378
BRIGHT SGC -39.551 -24.501
BRIGHT SGC -40.298 -24.624
BRIGHT SGC -40.869 -24.665
BRIGHT SGC -41.572 -24.747
BRIGHT SGC -42.012 -24.665
BRIGHT SGC -42.319 -24.542
BRIGHT SGC -42.583 -24.378
BRIGHT SGC -42.803 -24.174
BRIGHT SGC -44.824 -24.83
BRIGHT SGC -45.439 -24.83
BRIGHT SGC -45.923 -24.706
BRIGHT SGC -46.494 -24.665
BRIGHT SGC -47.988 -24.994
BRIGHT SGC -48.516 -24.912
BRIGHT SGC -48.911 -24.789
BRIGHT SGC -49.526 -24.706
BRIGHT SGC -51.372 -25.118
BRIGHT SGC -51.943 -24.994
BRIGHT SGC -52.295 -24.83
BRIGHT SGC -52.559 -24.583
BRIGHT SGC -54.58 -24.994
BRIGHT SGC -55.371 -24.912
BRIGHT SGC -55.723 -24.747
BRIGHT SGC -56.074 -24.501
BRIGHT SGC -58.184 -24.83
BRIGHT SGC -58.711 -24.665
BRIGHT SGC -59.062 -24.419
BRIGHT SGC -59.326 -24.174
BRIGHT SGC -62.666 -24.747
BRIGHT SGC -63.281 -24.583
BRIGHT SGC -63.633 -24.337
BRIGHT SGC -63.94 -24.051
BRIGHT SGC -64.116 -23.806
BRIGHT SGC -64.204 -23.562
BRIGHT SGC -64.248 -23.359
BRIGHT SGC -64.248 -23.034
BRIGHT SGC -64.204 -22.75
BRIGHT SGC -64.072 -22.387
BRIGHT SGC -63.677 -21.944
BRIGHT SGC -63.413 -21.302
BRIGHT SGC -63.457 -21.182
BRIGHT SGC -63.501 -20.902
BRIGHT SGC -63.501 -20.583
BRIGHT SGC -63.369 -20.225
BRIGHT SGC -63.149 -19.867
BRIGHT SGC -62.754 -19.432
BRIGHT SGC -60.513 -18.603
BRIGHT SGC -60.425 -18.289
BRIGHT SGC -60.469 -17.857
BRIGHT SGC -60.469 -17.622
BRIGHT SGC -60.425 -17.27
BRIGHT SGC -60.293 -16.919
BRIGHT SGC -60.029 -16.607
BRIGHT SGC -59.546 -16.179
BRIGHT SGC -58.271 -15.598
BRIGHT SGC -58.052 -15.249
BRIGHT SGC -57.876 -14.863
BRIGHT SGC -57.876 -14.555
BRIGHT SGC -58.008 -14.131
BRIGHT SGC -58.14 -13.785
BRIGHT SGC -58.184 -13.593
BRIGHT SGC -58.184 -13.363
BRIGHT SGC -58.14 -13.095
BRIGHT SGC -58.052 -12.789
BRIGHT SGC -57.832 -12.445
BRIGHT SGC -57.656 -12.063
BRIGHT SGC -57.437 -11.644
BRIGHT SGC -57.437 -11.415
BRIGHT SGC -57.393 -11.149
BRIGHT SGC -57.393 -10.617
BRIGHT SGC -57.568 -10.314
BRIGHT SGC -57.656 -10.162
BRIGHT SGC -57.744 -9.783
BRIGHT SGC -57.744 -9.708
BRIGHT SGC -57.7 -9.367
BRIGHT SGC -57.612 -9.065
BRIGHT SGC -57.48 -8.725
BRIGHT SGC -57.393 -8.423
BRIGHT SGC -57.393 -8.122
BRIGHT SGC -57.393 -7.82
BRIGHT SGC -57.305 -7.519
BRIGHT SGC -57.129 -7.218
BRIGHT SGC -56.821 -6.88
BRIGHT SGC -56.338 -6.542
BRIGHT SGC -55.415 -6.129
BRIGHT SGC -55.415 -5.829
BRIGHT SGC -55.415 -5.529
BRIGHT SGC -55.327 -5.23
BRIGHT SGC -55.195 -4.967
BRIGHT SGC -54.976 -4.63
BRIGHT SGC -54.712 -4.331
BRIGHT SGC -54.448 -4.032
BRIGHT SGC -52.646 -3.471
BRIGHT SGC -52.69 -3.21
BRIGHT SGC -52.69 -2.986
BRIGHT SGC -52.646 -2.724
BRIGHT SGC -52.515 -2.463
BRIGHT SGC -52.383 -2.127
BRIGHT SGC -52.075 -1.865
BRIGHT SGC -51.855 -1.604
BRIGHT SGC -51.812 -1.268
BRIGHT SGC -51.768 -1.007
BRIGHT SGC -51.768 -0.783
BRIGHT SGC -51.855 -0.261
BRIGHT SGC -51.899 -0.075
BRIGHT SGC -51.899 0.075
BRIGHT SGC -51.899 0.298
BRIGHT SGC -51.943 0.783
BRIGHT SGC -51.987 0.97
BRIGHT SGC -51.987 1.119
BRIGHT SGC -51.987 1.418
BRIGHT SGC -51.943 1.679
BRIGHT SGC -51.987 2.015
BRIGHT SGC -51.987 2.239
BRIGHT SGC -51.987 2.463
BRIGHT SGC -51.943 2.799
BRIGHT SGC -51.855 3.023
BRIGHT SGC -51.68 3.322
BRIGHT SGC -51.416 3.546
BRIGHT SGC -51.021 3.808
BRIGHT SGC -50.273 4.294
BRIGHT SGC -50.273 4.443
BRIGHT SGC -50.186 4.668
BRIGHT SGC -50.098 4.892
BRIGHT SGC -49.922 5.117
BRIGHT SGC -49.79 5.604
BRIGHT SGC -49.834 5.792
BRIGHT SGC -49.79 6.054
BRIGHT SGC -49.746 6.242
BRIGHT SGC -49.658 6.392
BRIGHT SGC -49.526 6.655
BRIGHT SGC -49.219 6.918
BRIGHT SGC -49.175 7.331
BRIGHT SGC -49.175 7.557
BRIGHT SGC -49.131 7.745
BRIGHT SGC -48.999 8.009
BRIGHT SGC -48.911 8.159
BRIGHT SGC -48.691 8.423
BRIGHT SGC -48.34 8.65
BRIGHT SGC -47.944 8.838
BRIGHT SGC -46.978 9.216
BRIGHT SGC -47.065 9.443
BRIGHT SGC -47.109 9.708
BRIGHT SGC -47.109 9.935
BRIGHT SGC -47.109 10.162
BRIGHT SGC -47.065 10.352
BRIGHT SGC -46.978 10.579
BRIGHT SGC -46.846 10.769
BRIGHT SGC -46.67 10.997
BRIGHT SGC -46.45 11.187
BRIGHT SGC -46.055 11.377
BRIGHT SGC -45.439 11.529
BRIGHT SGC -44.736 11.834
BRIGHT SGC -44.78 12.101
BRIGHT SGC -44.78 12.33
BRIGHT SGC -44.78 12.636
BRIGHT SGC -44.736 12.827
BRIGHT SGC -44.692 12.942
BRIGHT SGC -44.561 13.133
BRIGHT SGC -44.429 13.325
BRIGHT SGC -44.253 13.632
BRIGHT SGC -44.165 13.862
BRIGHT SGC -44.077 14.016
BRIGHT SGC -43.901 14.246
BRIGHT SGC -43.682 14.439
BRIGHT SGC -43.418 14.593
BRIGHT SGC -43.022 14.94
BRIGHT SGC -43.066 15.211
BRIGHT SGC -43.022 15.404
BRIGHT SGC -43.022 15.559
BRIGHT SGC -42.935 15.791
BRIGHT SGC -42.847 15.946
BRIGHT SGC -42.715 16.141
BRIGHT SGC -42.495 16.335
BRIGHT SGC -42.407 16.568
BRIGHT SGC -42.275 16.841
BRIGHT SGC -42.1 17.075
BRIGHT SGC -41.968 17.192
BRIGHT SGC -41.704 17.348
BRIGHT SGC -41.44 17.505
BRIGHT SGC -41.045 17.622
BRIGHT SGC -40.122 17.739
BRIGHT SGC -40.034 17.975
BRIGHT SGC -39.99 18.014
BRIGHT SGC -39.858 18.21
BRIGHT SGC -39.639 18.485
BRIGHT SGC -39.551 18.721
BRIGHT SGC -39.463 18.879
BRIGHT SGC -39.375 19.037
BRIGHT SGC -39.199 19.195
BRIGHT SGC -38.979 19.392
BRIGHT SGC -38.76 19.511
BRIGHT SGC -38.672 19.907
BRIGHT SGC -38.716 20.185
BRIGHT SGC -38.716 20.424
BRIGHT SGC -38.672 20.702
BRIGHT SGC -38.628 20.822
BRIGHT SGC -38.584 20.942
BRIGHT SGC -38.452 21.142
BRIGHT SGC -38.32 21.342
BRIGHT SGC -38.145 21.502
BRIGHT SGC -37.881 21.663
BRIGHT SGC -37.661 21.783
BRIGHT SGC -37.354 21.904
BRIGHT SGC -36.87 21.944
BRIGHT SGC -36.431 22.185
BRIGHT SGC -36.475 22.387
BRIGHT SGC -36.431 22.67
BRIGHT SGC -36.387 22.872
BRIGHT SGC -36.299 23.034
BRIGHT SGC -36.211 23.196
BRIGHT SGC -36.079 23.318
BRIGHT SGC -35.903 23.481
BRIGHT SGC -35.684 23.847
BRIGHT SGC -35.64 23.888
BRIGHT SGC -35.464 24.051
BRIGHT SGC -35.288 24.215
BRIGHT SGC -35.112 24.378
BRIGHT SGC -34.849 24.46
BRIGHT SGC -34.541 24.583
BRIGHT SGC -34.233 24.624
BRIGHT SGC -33.97 24.789
BRIGHT SGC -33.794 24.953
BRIGHT SGC -33.574 25.241
BRIGHT SGC -33.53 25.283
BRIGHT SGC -33.354 25.448
BRIGHT SGC -33.179 25.613
BRIGHT SGC -33.003 25.779
BRIGHT SGC -32.783 25.903
BRIGHT SGC -32.52 25.986
BRIGHT SGC -32.388 26.36
BRIGHT SGC -32.388 26.61
BRIGHT SGC -32.344 26.903
BRIGHT SGC -32.3 27.028
BRIGHT SGC -32.168 27.322
BRIGHT SGC -32.124 27.364
BRIGHT SGC -31.948 27.532
BRIGHT SGC -31.772 27.7
BRIGHT SGC -31.597 27.869
BRIGHT SGC -31.377 27.995
BRIGHT SGC -31.113 28.08
BRIGHT SGC -30.85 28.165
BRIGHT SGC -30.498 28.165
BRIGHT SGC -30.103 28.122
BRIGHT SGC -29.663 28.122
BRIGHT SGC -29.531 28.504
BRIGHT SGC -29.531 28.759
BRIGHT SGC -29.487 29.057
BRIGHT SGC -29.355 29.27
BRIGHT SGC -29.268 29.442
BRIGHT SGC -29.136 29.656
BRIGHT SGC -28.96 29.828
BRIGHT SGC -28.916 29.871
BRIGHT SGC -28.652 30.043
BRIGHT SGC -28.477 30.129
BRIGHT SGC -28.213 30.216
BRIGHT SGC -27.993 30.259
BRIGHT SGC -27.642 30.259
BRIGHT SGC -27.29 30.259
BRIGHT SGC -26.763 30.086
BRIGHT SGC -26.191 30.129
BRIGHT SGC -26.104 30.302
BRIGHT SGC -26.016 30.562
BRIGHT SGC -25.884 30.778
BRIGHT SGC -25.708 30.952
BRIGHT SGC -25.576 31.083
BRIGHT SGC -25.532 31.126
BRIGHT SGC -25.312 31.257
BRIGHT SGC -24.961 31.432
BRIGHT SGC -24.785 31.607
BRIGHT SGC -24.565 31.738
BRIGHT SGC -24.434 31.782
BRIGHT SGC -24.17 31.87
BRIGHT SGC -23.95 32.09
BRIGHT SGC -23.818 32.31
BRIGHT SGC -23.643 32.487
BRIGHT SGC -23.467 32.664
BRIGHT SGC -23.291 32.753
BRIGHT SGC -23.247 32.797
BRIGHT SGC -22.896 32.975
BRIGHT SGC -22.632 33.153
BRIGHT SGC -22.544 33.242
BRIGHT SGC -22.368 33.331
BRIGHT SGC -22.104 33.421
BRIGHT SGC -21.841 33.51
BRIGHT SGC -21.665 33.51
BRIGHT SGC -21.313 33.51
BRIGHT SGC -21.05 33.51
BRIGHT SGC -20.698 33.421
BRIGHT SGC -20.171 33.153
BRIGHT SGC -19.644 32.708
BRIGHT SGC -19.16 32.753
BRIGHT SGC -19.028 32.886
BRIGHT SGC -18.853 32.975
BRIGHT SGC -18.677 33.064
BRIGHT SGC -18.457 33.108
BRIGHT SGC -18.149 33.242
BRIGHT SGC -17.974 33.331
BRIGHT SGC -17.842 33.376
BRIGHT SGC -17.578 33.465
BRIGHT SGC -17.271 33.51
BRIGHT SGC -17.095 33.51
BRIGHT SGC -16.787 33.465
BRIGHT SGC -16.479 33.421
BRIGHT SGC -16.216 33.331
BRIGHT SGC -15.864 33.153
BRIGHT SGC -15.249 32.443
BRIGHT SGC -14.81 32.178
BRIGHT SGC -14.546 32.266
BRIGHT SGC -14.238 32.31
BRIGHT SGC -14.15 32.31
BRIGHT SGC -13.799 32.399
BRIGHT SGC -13.711 32.753
BRIGHT SGC -13.579 33.064
BRIGHT SGC -13.403 33.242
BRIGHT SGC -13.228 33.421
BRIGHT SGC -13.052 33.6
BRIGHT SGC -12.876 33.689
BRIGHT SGC -12.7 33.779
BRIGHT SGC -12.437 33.869
BRIGHT SGC -12.305 33.914
BRIGHT SGC -11.997 33.959
BRIGHT SGC -11.909 33.959
BRIGHT SGC -11.514 34.004
BRIGHT SGC -11.382 34.049
BRIGHT SGC -11.162 34.094
BRIGHT SGC -10.986 34.094
BRIGHT SGC -10.723 34.094
BRIGHT SGC -10.459 34.094
BRIGHT SGC -10.239 34.049
BRIGHT SGC -9.844 34.094
BRIGHT SGC -9.58 34.184
BRIGHT SGC -9.36 34.229
BRIGHT SGC -9.272 34.229
BRIGHT SGC -9.009 34.229
BRIGHT SGC -8.833 34.229
BRIGHT SGC -8.525 34.184
BRIGHT SGC -8.218 34.139
BRIGHT SGC -7.91 34.274
BRIGHT SGC -7.778 34.319
BRIGHT SGC -7.559 34.364
BRIGHT SGC -7.383 34.364
BRIGHT SGC -7.119 34.364
BRIGHT SGC -6.943 34.364
BRIGHT SGC -6.636 34.319
BRIGHT SGC -6.416 34.274
BRIGHT SGC -6.196 34.139
BRIGHT SGC -5.889 34.004
BRIGHT SGC -5.537 34.094
BRIGHT SGC -5.317 34.139
BRIGHT SGC -5.098 34.184
BRIGHT SGC -5.01 34.184
BRIGHT SGC -4.746 34.184
BRIGHT SGC -4.526 34.139
BRIGHT SGC -4.307 34.094
BRIGHT SGC -4.087 34.049
BRIGHT SGC -3.779 33.914
BRIGHT SGC -3.56 33.779
BRIGHT SGC -3.384 33.6
BRIGHT SGC -2.988 33.465
DARK NGC 193.5 84.973
DARK NGC 197.083 85.064
DARK NGC 201.25 85.064
DARK NGC 203.532 85.019
DARK NGC 205.541 84.927
DARK NGC 208.565 84.744
DARK NGC 211.125 84.516
DARK NGC 212.953 84.195
DARK NGC 213.993 83.646
DARK NGC 213.968 82.914
DARK NGC 224.664 83.875
DARK NGC 229.884 84.104
DARK NGC 234.07 84.104
DARK NGC 236.679 84.012
DARK NGC 239.667 83.829
DARK NGC 240.766 83.738
DARK NGC 242.43 83.509
DARK NGC 243.547 83.235
DARK NGC 248.226 82.914
DARK NGC 254.032 82.914
DARK NGC 258.248 82.823
DARK NGC 260.833 82.594
DARK NGC 262.725 82.365
DARK NGC 264.086 81.999
DARK NGC 264.119 81.953
DARK NGC 264.344 81.632
DARK NGC 264.553 81.311
DARK NGC 267.104 80.762
DARK NGC 272.391 80.532
DARK NGC 274.859 80.257
DARK NGC 279.163 79.89
DARK NGC 280.855 79.569
DARK NGC 283.101 79.156
DARK NGC 284.878 78.789
DARK NGC 285.83 78.422
DARK NGC 286.442 78.1
DARK NGC 286.534 77.917
DARK NGC 286.5 77.641
DARK NGC 286.141 77.365
DARK NGC 285.742 77.043
DARK NGC 284.741 76.722
DARK NGC 285.543 76.077
DARK NGC 286.35 75.755
DARK NGC 287.578 75.341
DARK NGC 288.191 74.926
DARK NGC 288.348 74.603
DARK NGC 288.343 74.373
DARK NGC 288.13 74.188
DARK NGC 287.77 73.865
DARK NGC 287.137 73.265
DARK NGC 290.119 72.665
DARK NGC 291.047 72.249
DARK NGC 291.477 71.833
DARK NGC 292.166 71.462
DARK NGC 292.391 71.092
DARK NGC 292.446 70.768
DARK NGC 292.447 70.397
DARK NGC 292.346 69.933
DARK NGC 292.295 69.887
DARK NGC 294.269 68.958
DARK NGC 295.288 68.493
DARK NGC 296.608 67.842
DARK NGC 297.165 67.376
DARK NGC 297.699 66.91
DARK NGC 298.037 66.444
DARK NGC 298.244 66.023
DARK NGC 298.327 65.65
DARK NGC 298.073 65.276
DARK NGC 297.762 64.995
DARK NGC 297.459 64.714
DARK NGC 297.147 64.574
DARK NGC 296.628 64.386
DARK NGC 295.588 64.152
DARK NGC 294.395 63.73
DARK NGC 294.524 63.354
DARK NGC 294.608 62.932
DARK NGC 294.58 62.556
DARK NGC 294.552 62.179
DARK NGC 294.525 61.803
DARK NGC 294.248 61.473
DARK NGC 294.014 61.19
DARK NGC 293.718 61.001
DARK NGC 293.283 60.812
DARK NGC 292.885 60.293
DARK NGC 292.638 59.962
DARK NGC 292.466 59.725
DARK NGC 292.226 59.583
DARK NGC 291.619 59.299
DARK NGC 290.951 59.109
DARK NGC 289.742 58.683
DARK NGC 289.539 58.35
DARK NGC 289.472 58.018
DARK NGC 289.277 57.685
DARK NGC 289.194 57.542
DARK NGC 288.771 57.019
DARK NGC 288.718 56.923
DARK NGC 289.198 56.208
DARK NGC 289.451 55.778
DARK NGC 289.484 55.395
DARK NGC 289.422 55.06
DARK NGC 289.269 54.773
DARK NGC 289.025 54.533
DARK NGC 288.784 54.293
DARK NGC 288.547 54.053
DARK NGC 288.173 53.765
DARK NGC 287.783 53.428
DARK NGC 287.308 53.139
DARK NGC 286.769 52.946
DARK NGC 286.813 52.271
DARK NGC 286.868 51.885
DARK NGC 286.834 51.546
DARK NGC 286.693 51.207
DARK NGC 286.653 51.11
DARK NGC 286.3 50.771
DARK NGC 285.973 50.48
DARK NGC 285.687 50.286
DARK NGC 285.07 49.751
DARK NGC 285.224 49.313
DARK NGC 285.29 48.923
DARK NGC 285.169 48.581
DARK NGC 285.05 48.239
DARK NGC 284.883 48.043
DARK NGC 284.618 47.848
DARK NGC 284.255 47.652
DARK NGC 283.698 47.456
DARK NGC 282.92 47.161
DARK NGC 282.767 46.621
DARK NGC 283.029 46.178
DARK NGC 283.109 45.784
DARK NGC 283.013 45.439
DARK NGC 282.918 45.093
DARK NGC 282.904 45.043
DARK NGC 282.637 44.747
DARK NGC 282.561 44.102
DARK NGC 282.642 43.705
DARK NGC 282.553 43.357
DARK NGC 282.477 43.058
DARK NGC 282.338 42.859
DARK NGC 282.098 42.61
DARK NGC 281.784 42.41
DARK NGC 281.14 41.91
DARK NGC 281.074 41.66
DARK NGC 280.986 41.461
DARK NGC 280.723 40.965
DARK NGC 280.723 40.571
DARK NGC 280.635 40.277
DARK NGC 280.547 39.887
DARK NGC 280.503 39.644
DARK NGC 280.371 39.403
DARK NGC 280.239 38.874
DARK NGC 280.195 38.444
DARK NGC 280.151 38.301
DARK NGC 280.02 38.064
DARK NGC 279.756 37.78
DARK NGC 279.448 37.544
DARK NGC 279.009 37.263
DARK NGC 278.569 36.702
DARK NGC 278.745 36.331
DARK NGC 278.789 36.007
DARK NGC 278.745 35.685
DARK NGC 278.701 35.548
DARK NGC 278.481 35.136
DARK NGC 278.262 34.908
DARK NGC 277.822 34.364
DARK NGC 277.822 34.004
DARK NGC 277.778 33.689
DARK NGC 277.734 33.555
DARK NGC 277.559 33.287
DARK NGC 277.295 33.019
DARK NGC 276.812 32.443
DARK NGC 276.768 32.134
DARK NGC 276.68 31.87
DARK NGC 276.592 31.695
DARK NGC 276.328 31.432
DARK NGC 276.064 31.17
DARK NGC 275.625 30.909
DARK NGC 275.273 30.388
DARK NGC 275.186 30.129
DARK NGC 275.098 29.957
DARK NGC 274.966 29.399
DARK NGC 274.878 29.057
DARK NGC 274.79 28.886
DARK NGC 274.658 28.673
DARK NGC 274.351 28.376
DARK NGC 273.999 28.122
DARK NGC 273.472 27.953
DARK NGC 272.988 27.49
DARK NGC 272.9 27.154
DARK NGC 272.9 26.735
DARK NGC 272.988 26.318
DARK NGC 272.988 26.069
DARK NGC 272.856 25.613
DARK NGC 272.812 25.489
DARK NGC 272.637 25.241
DARK NGC 272.373 24.994
DARK NGC 272.021 24.747
DARK NGC 271.494 24.583
DARK NGC 270.967 24.256
DARK NGC 271.099 23.643
DARK NGC 271.362 23.237
DARK NGC 271.406 22.872
DARK NGC 271.406 22.468
DARK NGC 271.362 22.266
DARK NGC 271.23 21.984
DARK NGC 271.055 21.743
DARK NGC 270.791 21.502
DARK NGC 270.396 21.302
DARK NGC 269.824 20.782
DARK NGC 270.22 20.344
DARK NGC 270.396 19.867
DARK NGC 270.439 19.511
DARK NGC 270.352 19.116
DARK NGC 270.352 19.037
DARK NGC 270.22 18.761
DARK NGC 270.0 18.485
DARK NGC 269.692 18.21
DARK NGC 269.297 17.7
DARK NGC 269.209 17.387
DARK NGC 269.165 17.27
DARK NGC 268.945 16.997
DARK NGC 268.682 16.763
DARK NGC 268.33 16.529
DARK NGC 267.979 15.985
DARK NGC 267.891 15.675
DARK NGC 268.154 15.133
DARK NGC 268.286 14.786
DARK NGC 268.33 14.362
DARK NGC 268.286 14.016
DARK NGC 268.242 13.824
DARK NGC 268.066 13.516
DARK NGC 267.935 13.325
DARK NGC 267.627 13.056
DARK NGC 267.231 12.865
DARK NGC 266.616 12.636
DARK NGC 266.484 12.445
DARK NGC 266.177 12.177
DARK NGC 265.825 11.948
DARK NGC 265.43 11.758
DARK NGC 265.034 11.567
DARK NGC 264.507 11.415
DARK NGC 262.749 11.72
DARK NGC 262.397 11.263
DARK NGC 262.441 10.845
DARK NGC 262.397 10.503
DARK NGC 262.266 10.162
DARK NGC 262.178 10.01
DARK NGC 262.046 9.821
DARK NGC 261.782 9.594
DARK NGC 261.431 9.367
DARK NGC 261.255 8.763
DARK NGC 261.167 8.461
DARK NGC 261.079 8.235
DARK NGC 260.991 8.084
DARK NGC 260.728 7.783
DARK NGC 260.42 7.595
DARK NGC 260.024 7.406
DARK NGC 259.365 7.369
DARK NGC 258.179 7.256
DARK NGC 258.135 6.843
DARK NGC 258.398 6.392
DARK NGC 258.442 5.979
DARK NGC 258.442 5.679
DARK NGC 258.354 5.379
DARK NGC 258.267 5.155
DARK NGC 258.135 4.967
DARK NGC 257.959 4.668
DARK NGC 257.783 4.369
DARK NGC 257.607 4.144
DARK NGC 257.3 3.882
DARK NGC 256.904 3.695
DARK NGC 256.641 3.247
DARK NGC 256.597 3.135
DARK NGC 256.377 2.873
DARK NGC 256.113 2.649
DARK NGC 255.762 2.425
DARK NGC 255.322 2.276
DARK NGC 254.839 1.865
DARK NGC 254.751 1.567
DARK NGC 254.707 1.156
DARK NGC 254.663 0.895
DARK NGC 254.531 0.56
DARK NGC 254.443 0.41
DARK NGC 254.312 0.224
DARK NGC 254.048 0.0
DARK NGC 253.652 -0.187
DARK NGC 253.213 -0.336
DARK NGC 252.686 -0.41
DARK NGC 252.378 -0.597
DARK NGC 251.763 -0.671
DARK NGC 250.4 -0.261
DARK NGC 250.093 -0.671
DARK NGC 250.005 -0.821
DARK NGC 249.829 -1.045
DARK NGC 249.565 -1.268
DARK NGC 249.17 -1.455
DARK NGC 248.862 -1.642
DARK NGC 248.555 -1.828
DARK NGC 248.159 -1.94
DARK NGC 247.412 -1.903
DARK NGC 246.445 -1.679
DARK NGC 245.347 -1.418
DARK NGC 244.644 -1.343
DARK NGC 244.204 -1.418
DARK NGC 242.227 -0.634
DARK NGC 241.919 -0.746
DARK NGC 241.304 -0.746
DARK NGC 239.854 -0.485
DARK NGC 239.81 -0.746
DARK NGC 239.722 -1.045
DARK NGC 239.59 -1.306
DARK NGC 239.502 -1.455
DARK NGC 239.37 -1.642
DARK NGC 239.194 -1.865
DARK NGC 238.975 -2.052
DARK NGC 238.711 -2.201
DARK NGC 238.315 -2.313
